,Tidsperiode,Kvalitetsindikator,Måltall,komnr,Verdi,Sektor,Nivå
518,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3418,42.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
519,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3418,42.857,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
520,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3418,61.538,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
521,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3418,61.765,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
522,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3418,63.636,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
523,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),3418,68.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
524,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3418,85.714,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
525,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3418,239.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
526,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3418,241.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
527,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3418,250.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
528,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3418,260.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
529,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,3418,279.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
530,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
531,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
532,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
533,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
534,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
535,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
536,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
537,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
538,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
539,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
540,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
541,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
542,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
543,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
544,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
545,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
546,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
547,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
548,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
549,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
550,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
551,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
552,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
553,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1547,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
554,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1547,83.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
555,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1547,86.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
556,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1547,87.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
557,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1547,96.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
558,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1547,109.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
559,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,5.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
560,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,6.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
561,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,6.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
562,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,8.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
563,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,9.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
564,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1576,10.16,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
565,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,11.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
566,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,12.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
567,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,15.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
568,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,18.75,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
569,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1576,19.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
570,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,19.298,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
571,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,20.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
572,2018,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1576,23.077,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
573,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,25.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
574,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1576,28.729,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
575,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,31.579,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
576,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1576,32.203,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
577,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1576,36.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
578,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),1576,38.462,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
579,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",1576,47.337,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
580,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1576,52.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
581,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,53.333,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
582,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1576,57.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
583,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,71.429,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
584,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,75.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
585,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),1576,75.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
586,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),1576,80.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
587,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1576,156.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
588,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1576,169.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
589,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1576,177.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
590,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1576,181.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
591,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,1576,187.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
592,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
593,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
594,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
595,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
596,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
597,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
598,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
599,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
600,2018,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
601,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
602,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
603,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
604,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
605,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
606,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
607,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
608,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
609,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
610,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
611,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
612,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
613,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
614,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
615,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
616,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
617,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
618,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
619,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurdert for risiko for underernæring siste 12 måneder (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
620,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
621,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),4641,,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
622,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,4641,34.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
623,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,4641,34.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
624,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,4641,34.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
625,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,4641,35.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
626,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Totalt antall personer (67 år og eldre) som mottar helsetjenester i hjemmet,4641,45.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
627,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,8.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
628,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,12.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
629,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,18.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
630,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,19.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
631,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,20.69,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
632,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,22.619,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
633,2017,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3026,27.632,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
634,2018,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3026,29.195,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
635,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,38.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
636,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,38.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
637,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,38.462,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
638,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,42.697,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
639,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte og i risiko med individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,43.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
640,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,44.231,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
641,2017,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,44.444,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
642,2021,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,49.457,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
643,2020,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3026,52.174,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
644,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,55.882,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
645,2021,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3026,56.966,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
646,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,57.333,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
647,2019,Oppfølging av risiko for underernæring hos hjemmeboende,"Andel vurdert for risiko for underernæring siste 12 måneder, blant hjemmeboende 67 år og eldre",3026,67.474,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
648,2020,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,69.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
649,2018,Oppfølging av risiko for underernæring hos hjemmeboende,Andel av vurderte i risiko som har individuell ernæringsplan (hjemmeboende 67 år og eldre),3026,70.588,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
650,2019,Oppfølging av risiko for underernæring hos hjemmeboende,Antall vurderte som har risiko for underernæring (hjemmeboende 67 år og eldre),3026,75.0,Primærhelsetjenesten,Kommune/Helseforetak/Legevakt
