,komnr,variable,2015,2016,2017,2018,2019,2020,2021
712,1856,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
713,1856,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
714,1856,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",,,,,,,
715,1856,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",,,,,,,
716,1856,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",,,,,,,
717,1856,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",16.0,,15.0,12.0,8.0,8.0,8.0
718,1856,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",19.0,,16.0,18.0,14.0,13.0,14.0
719,1856,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
720,1857,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
721,1857,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
722,1857,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
723,1857,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",6.0,6.0,7.0,6.0,11.0,11.0,13.0
724,1857,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",6.0,8.0,9.0,7.0,,,
725,1857,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",7.0,9.0,5.0,8.0,,,
726,1857,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",5.0,5.0,6.0,,7.0,,
727,1857,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",7.0,8.0,8.0,,7.0,,
728,1857,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
729,1859,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
730,1859,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
731,1859,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
732,1859,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",7.0,7.0,6.0,6.0,8.0,14.0,13.0
733,1859,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",10.0,12.0,12.0,13.0,11.0,11.0,9.0
734,1859,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",13.0,14.0,14.0,14.0,13.0,14.0,12.0
735,1859,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",7.0,,,9.0,6.0,5.0,
736,1859,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",26.0,,,31.0,28.0,24.0,
737,1859,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
738,1860,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",39.0,31.0,29.0,47.0,38.0,32.0,21.0
739,1860,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",37.0,34.0,38.0,46.0,42.0,39.0,36.0
740,1860,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",22.0,19.0,24.0,29.0,34.0,33.0,29.0
741,1860,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",98.0,84.0,91.0,122.0,114.0,104.0,86.0
742,1860,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",37.0,39.0,46.0,74.0,75.0,87.0,75.0
743,1860,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",121.0,127.0,127.0,145.0,126.0,133.0,136.0
744,1860,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",18.0,20.0,27.0,77.0,84.0,102.0,125.0
745,1860,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",105.0,113.0,128.0,112.0,119.0,95.0,131.0
746,1860,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",61.0,50.0,53.0,76.0,72.0,65.0,50.0
747,1865,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",32.0,26.0,28.0,20.0,16.0,30.0,40.0
748,1865,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",39.0,37.0,37.0,37.0,41.0,37.0,32.0
749,1865,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",16.0,13.0,15.0,17.0,22.0,30.0,19.0
750,1865,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",87.0,76.0,80.0,74.0,79.0,97.0,91.0
751,1865,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",52.0,50.0,53.0,59.0,60.0,70.0,67.0
752,1865,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",93.0,99.0,100.0,100.0,111.0,120.0,122.0
753,1865,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",44.0,41.0,45.0,54.0,65.0,64.0,87.0
754,1865,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",69.0,61.0,56.0,73.0,70.0,66.0,84.0
755,1865,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",48.0,39.0,43.0,37.0,38.0,60.0,59.0
756,1866,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",32.0,27.0,33.0,23.0,25.0,31.0,35.0
757,1866,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",29.0,31.0,30.0,38.0,37.0,44.0,48.0
758,1866,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",17.0,20.0,20.0,16.0,17.0,22.0,20.0
759,1866,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",78.0,78.0,83.0,77.0,79.0,97.0,103.0
760,1866,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",57.0,52.0,56.0,62.0,61.0,55.0,51.0
761,1866,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",73.0,82.0,75.0,85.0,91.0,82.0,81.0
762,1866,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",62.0,68.0,72.0,71.0,78.0,71.0,79.0
763,1866,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",83.0,81.0,92.0,91.0,83.0,72.0,99.0
764,1866,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",49.0,47.0,53.0,39.0,42.0,53.0,55.0
765,1867,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",9.0,,,,,,
766,1867,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",10.0,,,,,,
767,1867,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",5.0,,,,,,
768,1867,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",24.0,19.0,19.0,19.0,21.0,16.0,20.0
769,1867,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",16.0,16.0,16.0,13.0,16.0,18.0,16.0
770,1867,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",51.0,51.0,57.0,45.0,46.0,44.0,50.0
771,1867,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",20.0,17.0,25.0,24.0,19.0,16.0,19.0
772,1867,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",72.0,73.0,62.0,56.0,49.0,51.0,48.0
773,1867,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",14.0,,,,,,
774,1868,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,5.0,11.0,5.0,
775,1868,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,18.0,19.0,19.0,
776,1868,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,5.0,5.0,6.0,
777,1868,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",20.0,22.0,25.0,28.0,35.0,30.0,26.0
778,1868,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",35.0,27.0,32.0,30.0,26.0,26.0,26.0
779,1868,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",64.0,74.0,77.0,68.0,70.0,70.0,76.0
780,1868,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",83.0,79.0,97.0,103.0,99.0,85.0,81.0
781,1868,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",65.0,53.0,47.0,48.0,53.0,61.0,58.0
782,1868,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,10.0,16.0,11.0,
783,1870,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",28.0,22.0,33.0,30.0,26.0,24.0,22.0
784,1870,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",43.0,41.0,137.0,132.0,70.0,55.0,54.0
785,1870,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",19.0,22.0,26.0,29.0,29.0,37.0,31.0
786,1870,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",90.0,85.0,196.0,191.0,125.0,116.0,107.0
787,1870,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",176.0,156.0,104.0,102.0,115.0,78.0,83.0
788,1870,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",108.0,115.0,101.0,97.0,113.0,114.0,107.0
789,1870,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",178.0,150.0,110.0,90.0,125.0,171.0,188.0
790,1870,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",92.0,81.0,62.0,67.0,61.0,58.0,82.0
791,1870,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",47.0,44.0,59.0,59.0,55.0,61.0,53.0
792,1871,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",19.0,23.0,24.0,30.0,23.0,26.0,31.0
793,1871,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",21.0,23.0,27.0,27.0,24.0,20.0,23.0
794,1871,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",9.0,6.0,10.0,9.0,15.0,11.0,14.0
795,1871,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",49.0,52.0,61.0,66.0,62.0,57.0,68.0
796,1871,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",25.0,27.0,24.0,23.0,27.0,27.0,21.0
797,1871,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",62.0,70.0,72.0,59.0,51.0,51.0,59.0
798,1871,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",70.0,86.0,89.0,83.0,83.0,78.0,89.0
799,1871,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",80.0,82.0,97.0,84.0,88.0,98.0,86.0
800,1871,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",28.0,29.0,34.0,39.0,38.0,37.0,45.0
801,1874,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
802,1874,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
803,1874,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
804,1874,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",,,10.0,9.0,10.0,11.0,14.0
805,1874,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",5.0,6.0,6.0,,,,
806,1874,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",20.0,19.0,21.0,,,,
807,1874,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",,,,,,,
808,1874,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",,,,,,,
809,1874,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
810,1875,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,9.0,9.0
811,1875,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,13.0,10.0
812,1875,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,6.0,7.0
813,1875,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",,,,,,28.0,26.0
814,1875,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",,,,,,39.0,38.0
815,1875,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",,,,,,60.0,58.0
816,1875,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",,,,,,47.0,76.0
817,1875,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",,,,,,55.0,69.0
818,1875,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,15.0,16.0
865,3001,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",88.0,99.0,105.0,94.0,53.0,50.0,57.0
866,3001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",120.0,121.0,118.0,116.0,127.0,116.0,138.0
867,3001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",36.0,40.0,35.0,38.0,27.0,26.0,24.0
868,3001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",244.0,260.0,258.0,248.0,207.0,192.0,219.0
869,3001,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",218.0,234.0,247.0,237.0,250.0,221.0,234.0
870,3001,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",341.0,331.0,345.0,349.0,308.0,275.0,296.0
871,3001,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",198.0,180.0,172.0,169.0,157.0,152.0,184.0
872,3001,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",282.0,279.0,250.0,260.0,193.0,158.0,195.0
873,3001,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",124.0,139.0,140.0,132.0,80.0,76.0,81.0
874,3002,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",102.0,92.0,101.0,89.0,95.0,90.0,94.0
875,3002,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",184.0,173.0,176.0,188.0,203.0,216.0,224.0
876,3002,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",44.0,48.0,55.0,56.0,58.0,60.0,51.0
877,3002,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",330.0,313.0,332.0,333.0,356.0,366.0,369.0
878,3002,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",395.0,419.0,426.0,465.0,456.0,469.0,505.0
879,3002,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",427.0,448.0,450.0,457.0,426.0,418.0,442.0
880,3002,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",467.0,489.0,500.0,564.0,558.0,577.0,610.0
881,3002,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",519.0,499.0,520.0,554.0,581.0,608.0,629.0
882,3002,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",146.0,140.0,156.0,145.0,153.0,150.0,145.0
883,3003,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",97.0,98.0,98.0,112.0,103.0,117.0,121.0
884,3003,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",221.0,220.0,226.0,220.0,242.0,252.0,246.0
885,3003,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",45.0,56.0,56.0,59.0,61.0,65.0,75.0
886,3003,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",363.0,374.0,380.0,391.0,406.0,434.0,442.0
887,3003,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",471.0,449.0,497.0,512.0,546.0,543.0,634.0
888,3003,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",517.0,550.0,548.0,516.0,537.0,535.0,574.0
889,3003,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",417.0,409.0,400.0,446.0,460.0,473.0,443.0
890,3003,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",414.0,417.0,391.0,358.0,371.0,363.0,351.0
891,3003,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",142.0,154.0,154.0,171.0,164.0,182.0,196.0
892,3004,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",177.0,143.0,148.0,169.0,177.0,197.0,159.0
893,3004,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",289.0,295.0,292.0,288.0,271.0,270.0,272.0
894,3004,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",117.0,114.0,119.0,122.0,117.0,121.0,132.0
895,3004,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",583.0,552.0,559.0,579.0,565.0,588.0,563.0
896,3004,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",696.0,807.0,862.0,816.0,749.0,772.0,783.0
897,3004,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",814.0,801.0,824.0,848.0,834.0,802.0,792.0
898,3004,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",478.0,523.0,550.0,456.0,349.0,300.0,333.0
899,3004,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",578.0,606.0,581.0,562.0,519.0,502.0,547.0
900,3004,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",294.0,257.0,267.0,291.0,294.0,318.0,291.0
901,3005,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",120.0,126.0,147.0,141.0,135.0,173.0,174.0
902,3005,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",251.0,284.0,296.0,300.0,205.0,274.0,303.0
903,3005,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",69.0,82.0,91.0,97.0,92.0,125.0,125.0
904,3005,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",473.0,492.0,534.0,538.0,432.0,572.0,602.0
905,3005,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",676.0,661.0,671.0,652.0,542.0,572.0,614.0
906,3005,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",736.0,717.0,709.0,755.0,659.0,702.0,733.0
907,3005,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",762.0,784.0,801.0,804.0,715.0,643.0,640.0
908,3005,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",941.0,891.0,842.0,850.0,769.0,751.0,797.0
909,3005,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",189.0,208.0,238.0,238.0,227.0,298.0,299.0
910,3006,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",74.0,87.0,65.0,82.0,77.0,65.0,59.0
911,3006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",94.0,103.0,105.0,101.0,106.0,107.0,107.0
912,3006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",24.0,34.0,29.0,23.0,24.0,28.0,38.0
913,3006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",192.0,224.0,199.0,206.0,207.0,200.0,204.0
914,3006,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",189.0,234.0,235.0,231.0,179.0,163.0,166.0
915,3006,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",316.0,284.0,273.0,265.0,248.0,260.0,265.0
916,3006,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",152.0,170.0,143.0,125.0,83.0,85.0,84.0
917,3006,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",193.0,202.0,215.0,223.0,205.0,202.0,202.0
918,3006,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",98.0,121.0,94.0,105.0,101.0,93.0,97.0
919,3007,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",95.0,89.0,91.0,77.0,75.0,49.0,64.0
920,3007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",120.0,120.0,126.0,131.0,129.0,117.0,140.0
921,3007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",49.0,44.0,48.0,52.0,46.0,37.0,52.0
922,3007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",264.0,253.0,265.0,260.0,250.0,203.0,256.0
923,3007,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",213.0,220.0,220.0,209.0,201.0,165.0,198.0
924,3007,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",369.0,389.0,382.0,366.0,346.0,286.0,315.0
925,3007,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",147.0,157.0,171.0,174.0,177.0,147.0,184.0
926,3007,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",225.0,245.0,279.0,309.0,314.0,274.0,326.0
927,3007,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",144.0,133.0,139.0,129.0,121.0,86.0,116.0
928,3011,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,7.0,6.0
929,3011,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,25.0,26.0
930,3011,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,7.0,5.0
931,3011,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",26.0,26.0,27.0,31.0,32.0,39.0,37.0
932,3011,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",38.0,63.0,60.0,44.0,45.0,46.0,47.0
933,3011,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",38.0,39.0,40.0,50.0,40.0,37.0,40.0
934,3011,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",39.0,36.0,52.0,38.0,39.0,30.0,23.0
935,3011,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",29.0,46.0,52.0,46.0,39.0,31.0,34.0
936,3011,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,14.0,11.0
937,3012,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
938,3012,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
939,3012,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
940,3012,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",,,5.0,7.0,7.0,9.0,10.0
941,3012,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",7.0,7.0,,,,5.0,
942,3012,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",23.0,19.0,,,,18.0,
943,3012,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",14.0,12.0,10.0,10.0,12.0,12.0,11.0
944,3012,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",20.0,22.0,16.0,18.0,19.0,19.0,21.0
945,3012,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
946,3013,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
947,3013,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
948,3013,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
949,3013,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",14.0,13.0,14.0,12.0,12.0,,20.0
950,3013,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",28.0,25.0,23.0,25.0,27.0,10.0,25.0
951,3013,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",39.0,57.0,51.0,51.0,46.0,16.0,46.0
952,3013,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",43.0,34.0,40.0,36.0,48.0,28.0,58.0
953,3013,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",73.0,71.0,58.0,64.0,66.0,21.0,52.0
954,3013,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
955,3014,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",57.0,58.0,41.0,52.0,52.0,78.0,75.0
956,3014,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",121.0,146.0,83.0,106.0,106.0,177.0,216.0
957,3014,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",23.0,38.0,29.0,38.0,38.0,45.0,58.0
958,3014,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",265.0,262.0,269.0,303.0,303.0,300.0,349.0
959,3014,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",389.0,442.0,444.0,463.0,463.0,446.0,546.0
960,3014,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",324.0,370.0,408.0,405.0,405.0,325.0,375.0
961,3014,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",444.0,463.0,466.0,513.0,513.0,543.0,584.0
962,3014,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",386.0,369.0,400.0,386.0,386.0,307.0,357.0
963,3014,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",80.0,96.0,70.0,90.0,90.0,123.0,133.0
964,3015,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",12.0,15.0,,,,,5.0
965,3015,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",13.0,13.0,,,,,14.0
966,3015,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",7.0,8.0,,,,,6.0
967,3015,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",32.0,36.0,29.0,28.0,23.0,22.0,25.0
